제작사,차명,대수,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
한불모터스,푸조 3008 2.0 HDI,356,2012-09-19,2014-12-10,2015-11-23,연료필터 전기배선 연결부에서 연료가 누유되어 전기배선의 과열 또는 손상으로 주행중 엔진 시동이 꺼질 수 있는 가능성
한불모터스,푸조 308cc 2.0 HDI,46,2013-01-14,2014-02-20,2015-11-23,연료필터 전기배선 연결부에서 연료가 누유되어 전기배선의 과열 또는 손상으로 주행중 엔진 시동이 꺼질 수 있는 가능성
한불모터스,푸조 508 2.0 HDI,473,2012-09-05,2014-12-15,2015-11-23,연료필터 전기배선 연결부에서 연료가 누유되어 전기배선의 과열 또는 손상으로 주행중 엔진 시동이 꺼질 수 있는 가능성
한불모터스,푸조 508sw 2.0 HDI,116,2012-09-16,2014-12-09,2015-11-23,연료필터 전기배선 연결부에서 연료가 누유되어 전기배선의 과열 또는 손상으로 주행중 엔진 시동이 꺼질 수 있는 가능성
한불모터스,푸조 Expert tepee 2.0 HDI,10,2012-09-07,2012-11-05,2015-11-23,연료필터 전기배선 연결부에서 연료가 누유되어 전기배선의 과열 또는 손상으로 주행중 엔진 시동이 꺼질 수 있는 가능성
한불모터스,시트로엥 DS4 2.0 HDI,52,2013-04-02,2013-10-08,2015-11-23,연료필터 전기배선 연결부에서 연료가 누유되어 전기배선의 과열 또는 손상으로 주행중 엔진 시동이 꺼질 수 있는 가능성
한불모터스,시트로엘 DS5 2.0 HDI,151,2012-09-14,2014-12-09,2015-11-23,연료필터 전기배선 연결부에서 연료가 누유되어 전기배선의 과열 또는 손상으로 주행중 엔진 시동이 꺼질 수 있는 가능성
혼다코리아,CR-V(RD6),261,2006-09-20,2006-07-07,2015-07-17,승용자동차의 경우 충돌로 인한 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 운전자 등에게 상해를 입힐 가능성
혼다코리아,CR-V(RD7),2468,2003-03-14,2006-07-11,2015-07-17,승용자동차의 경우 충돌로 인한 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 운전자 등에게 상해를 입힐 가능성
혼다코리아,CR-V(RE4),1,2006-05-24,2006-12-28,2015-07-17,승용자동차의 경우 충돌로 인한 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 운전자 등에게 상해를 입힐 가능성
혼다코리아,ACCORD(CM5),1647,2003-10-06,2007-06-29,2015-07-17,승용자동차의 경우 충돌로 인한 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 운전자 등에게 상해를 입힐 가능성
혼다코리아,CR-V(RE3),765,2006-06-19,2008-12-08,2015-08-31,승용자동차의 경우 충돌로 인한 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 운전자 등에게 상해를 입힐 가능성
혼다코리아,CR-V(RE4),6698,2006-06-14,2008-12-08,2015-08-31,승용자동차의 경우 충돌로 인한 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 운전자 등에게 상해를 입힐 가능성
혼다코리아,CR-V(RE3),97,2006-06-19,2007-08-20,2015-08-31,승용자동차의 경우 충돌로 인한 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 운전자 등에게 상해를 입힐 가능성
혼다코리아,CR-V(RE4),754,2006-05-24,2007-08-20,2015-08-31,승용자동차의 경우 충돌로 인한 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 운전자 등에게 상해를 입힐 가능성
혼다코리아,CR-V(RE3),1217,2007-01-08,2011-03-01,2015-08-31,승용자동차의 경우 충돌로 인한 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 운전자 등에게 상해를 입힐 가능성
혼다코리아,CR-V(RE4),9159,2007-01-15,2011-03-29,2015-08-31,승용자동차의 경우 충돌로 인한 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 운전자 등에게 상해를 입힐 가능성
GM코리아,캐딜락 SRX,186,2011-03-08,2011-08-01,2015-01-05,전동식 앞 시트의 높이 조절용 액츄에이터 볼트가 헐거워지거나 이탈되는 현상이 발생
GM코리아,캐딜락 Escalade,10,2013-07-09,2013-08-30,2015-01-26,"조립 중 포함된 이물질에 의하여 모듈의 단선이 생길 수 있므며 이로인해 경고등 점등, 시동꺼짐 및 시동불량과 같은 현상이 발생 할 수 있음"
GM코리아,캐딜락 Escalade,16,2010-09-09,2011-07-22,2015-03-09,시동키 실린더 내부 이그니션 락 어큘레이터의 외부직경이 규정치보다 크게 가공된 경우가 발생하여 차량 시동키가 스타트 위치에 고정되는 현상 발생되고 외부요인으로 시동키 위치가 ACC로 이동되어 시동이 꺼짐 발생
GM코리아,캐딜락 CTS,18,2015-02-18,2015-03-11,2015-06-26,브레이크 페달과 푸쉬로드 사이의 브라켓이 제작공정상 결함으로 균열 발생하여 브레이크가 정상적으로 작동하지 않을 가능성
GM코리아,캐딜락 ATS,10,2015-02-20,2015-03-04,2015-06-26,브레이크 페달과 푸쉬로드 사이의 브라켓이 제작공정상 결함으로 균열 발생하여 브레이크가 정상적으로 작동하지 않을 가능성
GM코리아,캐딜락  ATS,499,2012-12-21,2015-03-18,2015-10-08,후면유리 성에제거시스템에 전원을 공급하는 배선 상의 커넥터 연결 부위가 접촉불량이 일어나 화재 발생 가능성
기흥모터스,FXDF,1,2011-08-22,2012-02-24,2015-02-02,프론트 브레이크 마스터 실린더 반조볼트의 문제로 인하여브레이크 오일이 경화되는 현상이 발생하여 프론트 브레이크의 제동거리가 정상보다 늘어나거나 작동하지 않을 수 있음 
기흥모터스,FXDWG,2,2011-08-22,2012-02-24,2015-02-02,프론트 브레이크 마스터 실린더 반조볼트의 문제로 인하여브레이크 오일이 경화되는 현상이 발생하여 프론트 브레이크의 제동거리가 정상보다 늘어나거나 작동하지 않을 수 있음 
기흥모터스,FXDC,12,2011-08-22,2012-02-24,2015-02-02,프론트 브레이크 마스터 실린더 반조볼트의 문제로 인하여브레이크 오일이 경화되는 현상이 발생하여 프론트 브레이크의 제동거리가 정상보다 늘어나거나 작동하지 않을 수 있음 
기흥모터스,FXDB,5,2011-08-22,2012-02-24,2015-02-02,프론트 브레이크 마스터 실린더 반조볼트의 문제로 인하여브레이크 오일이 경화되는 현상이 발생하여 프론트 브레이크의 제동거리가 정상보다 늘어나거나 작동하지 않을 수 있음 
기흥모터스,FLD,15,2011-08-22,2012-02-24,2015-02-02,프론트 브레이크 마스터 실린더 반조볼트의 문제로 인하여브레이크 오일이 경화되는 현상이 발생하여 프론트 브레이크의 제동거리가 정상보다 늘어나거나 작동하지 않을 수 있음 
기흥모터스,FLSTC,5,2011-08-22,2012-02-24,2015-02-02,프론트 브레이크 마스터 실린더 반조볼트의 문제로 인하여브레이크 오일이 경화되는 현상이 발생하여 프론트 브레이크의 제동거리가 정상보다 늘어나거나 작동하지 않을 수 있음 
기흥모터스,FLSTF,13,2011-08-22,2012-02-24,2015-02-02,프론트 브레이크 마스터 실린더 반조볼트의 문제로 인하여브레이크 오일이 경화되는 현상이 발생하여 프론트 브레이크의 제동거리가 정상보다 늘어나거나 작동하지 않을 수 있음 
기흥모터스,FLSTN,7,2011-08-22,2012-02-24,2015-02-02,프론트 브레이크 마스터 실린더 반조볼트의 문제로 인하여브레이크 오일이 경화되는 현상이 발생하여 프론트 브레이크의 제동거리가 정상보다 늘어나거나 작동하지 않을 수 있음 
기흥모터스,FLSTFB,8,2011-08-22,2012-02-24,2015-02-02,프론트 브레이크 마스터 실린더 반조볼트의 문제로 인하여브레이크 오일이 경화되는 현상이 발생하여 프론트 브레이크의 제동거리가 정상보다 늘어나거나 작동하지 않을 수 있음 
기흥모터스,FXS,3,2011-08-22,2012-02-24,2015-02-02,프론트 브레이크 마스터 실린더 반조볼트의 문제로 인하여브레이크 오일이 경화되는 현상이 발생하여 프론트 브레이크의 제동거리가 정상보다 늘어나거나 작동하지 않을 수 있음 
기흥모터스,FLHTCU TC,3,2014-04-28,2014-10-24,2015-05-29,유압클러치 부품의 문제로 인하여 클러치 조작 시 동력차단이 부정확하여 안전운행에 지장을 줄 가능성
기흥모터스,FLHTCUL TC,4,2014-04-28,2014-10-24,2015-05-29,유압클러치 부품의 문제로 인하여 클러치 조작 시 동력차단이 부정확하여 안전운행에 지장을 줄 가능성
기흥모터스,FLHTK,11,2014-04-28,2014-10-24,2015-05-29,유압클러치 부품의 문제로 인하여 클러치 조작 시 동력차단이 부정확하여 안전운행에 지장을 줄 가능성
기흥모터스,FLHTKL,4,2014-04-28,2014-10-24,2015-05-29,유압클러치 부품의 문제로 인하여 클러치 조작 시 동력차단이 부정확하여 안전운행에 지장을 줄 가능성
기흥모터스,FLHTP,8,2014-04-28,2014-10-24,2015-05-29,유압클러치 부품의 문제로 인하여 클러치 조작 시 동력차단이 부정확하여 안전운행에 지장을 줄 가능성
기흥모터스,FLHXS,52,2014-04-28,2014-10-24,2015-05-29,유압클러치 부품의 문제로 인하여 클러치 조작 시 동력차단이 부정확하여 안전운행에 지장을 줄 가능성
기흥모터스,FLHXSE,1,2014-04-28,2014-10-24,2015-05-29,유압클러치 부품의 문제로 인하여 클러치 조작 시 동력차단이 부정확하여 안전운행에 지장을 줄 가능성
기흥모터스,FLTRXS,47,2014-04-28,2014-10-24,2015-05-29,유압클러치 부품의 문제로 인하여 클러치 조작 시 동력차단이 부정확하여 안전운행에 지장을 줄 가능성
기흥모터스,FLHTP,20,2013-03-03,2015-05-26,2015-08-21,새들백 마운트 일부 부품의 결함으로 주행시 새들백 고정 부품이 풀려 안전운행에 지장을 줄 가능성
기흥모터스,FLHRC,192,2013-03-03,2015-05-26,2015-08-21,새들백 마운트 일부 부품의 결함으로 주행시 새들백 고정 부품이 풀려 안전운행에 지장을 줄 가능성
기흥모터스,FLHX,266,2013-03-03,2015-05-26,2015-08-21,새들백 마운트 일부 부품의 결함으로 주행시 새들백 고정 부품이 풀려 안전운행에 지장을 줄 가능성
기흥모터스,FLHTK,75,2013-03-03,2015-05-26,2015-08-21,새들백 마운트 일부 부품의 결함으로 주행시 새들백 고정 부품이 풀려 안전운행에 지장을 줄 가능성
기흥모터스,FLHTCUL TC,15,2013-03-03,2015-05-26,2015-08-21,새들백 마운트 일부 부품의 결함으로 주행시 새들백 고정 부품이 풀려 안전운행에 지장을 줄 가능성
기흥모터스,FLHTKL,12,2013-03-03,2015-05-26,2015-08-21,새들백 마운트 일부 부품의 결함으로 주행시 새들백 고정 부품이 풀려 안전운행에 지장을 줄 가능성
기흥모터스,FLHXS,92,2013-03-03,2015-05-26,2015-08-21,새들백 마운트 일부 부품의 결함으로 주행시 새들백 고정 부품이 풀려 안전운행에 지장을 줄 가능성
기흥모터스,FLHTCU TC,107,2013-03-03,2015-05-26,2015-08-21,새들백 마운트 일부 부품의 결함으로 주행시 새들백 고정 부품이 풀려 안전운행에 지장을 줄 가능성
기흥모터스,FLTRXS,93,2013-03-03,2015-05-26,2015-08-21,새들백 마운트 일부 부품의 결함으로 주행시 새들백 고정 부품이 풀려 안전운행에 지장을 줄 가능성
기흥모터스,FLHRSE,15,2013-03-03,2015-05-26,2015-08-21,새들백 마운트 일부 부품의 결함으로 주행시 새들백 고정 부품이 풀려 안전운행에 지장을 줄 가능성
기흥모터스,FLHXSE,16,2013-03-03,2015-05-26,2015-08-21,새들백 마운트 일부 부품의 결함으로 주행시 새들백 고정 부품이 풀려 안전운행에 지장을 줄 가능성
기흥모터스,FLTRUSE,13,2013-03-03,2015-05-26,2015-08-21,새들백 마운트 일부 부품의 결함으로 주행시 새들백 고정 부품이 풀려 안전운행에 지장을 줄 가능성
기흥모터스,FLHTKSE,27,2013-03-03,2015-05-26,2015-08-21,새들백 마운트 일부 부품의 결함으로 주행시 새들백 고정 부품이 풀려 안전운행에 지장을 줄 가능성
기흥모터스,XG750,207,2014-02-24,2015-07-15,2015-09-24,연료펌프 결함으로 인하여 연료량이 적을경우 엔진 부조 혹은 시동꺼짐 증상으로 안전운행에 지장을 줄 가능성
대림자동차공업,CA110,16751,2013-10-25,2014-09-23,2015-08-03,"후미등, 제동등 안전기준 위반(광도초과)"
대전기계공업,Vulcan 1700 Voyager,26,2009-02-02,2015-03-20,2015-10-26,엔진 점화장치의 배선과 연료탱크의 마찰로 배선 일부가 손상되어 주행 중 시동이 꺼져 안전운행에 지장을 줄 가능성
브이엠케이,LX 125 ie,55,2009-06-01,2010-04-30,2015-04-08,연료펌프 결함으로 인해 연료공급이 차단되어 시동정지 등의 현상 우려
브이엠케이,GTS 250,35,2008-04-01,2010-01-31,2015-04-09,연료펌프 결함으로 인해 연료공급이 차단되어 시동정지 등의 현상 우려
브이엠케이,GTS 300 S,71,2008-06-01,2010-06-30,2015-04-10,연료펌프 결함으로 인해 연료공급이 차단되어 시동정지 등의 현상 우려
브이엠케이,GTV 250,62,2008-05-01,2009-11-30,2015-04-11,연료펌프 결함으로 인해 연료공급이 차단되어 시동정지 등의 현상 우려
브이엠케이,GTV 300,22,2010-05-01,2010-05-31,2015-04-12,연료펌프 결함으로 인해 연료공급이 차단되어 시동정지 등의 현상 우려
비엠더블유코리아(이륜),HP2 SPORT,27,2008-02-04,2010-05-12,2015-06-26,"휠플랜지에 균열이 생길 수 있으며, 균열은 주행거리가 늘어남에 따라 심해질 수 있고 최악의 경우 나사 체결부위까지 균열 발생"
비엠더블유코리아(이륜),K 1200 GT,79,2006-05-01,2008-02-22,2015-06-26,"휠플랜지에 균열이 생길 수 있으며, 균열은 주행거리가 늘어남에 따라 심해질 수 있고 최악의 경우 나사 체결부위까지 균열 발생"
비엠더블유코리아(이륜),K 1200 R,82,2005-04-04,2008-02-22,2015-06-26,"휠플랜지에 균열이 생길 수 있으며, 균열은 주행거리가 늘어남에 따라 심해질 수 있고 최악의 경우 나사 체결부위까지 균열 발생"
비엠더블유코리아(이륜),K 1200 S,127,2004-10-04,2008-05-08,2015-06-26,"휠플랜지에 균열이 생길 수 있으며, 균열은 주행거리가 늘어남에 따라 심해질 수 있고 최악의 경우 나사 체결부위까지 균열 발생"
비엠더블유코리아(이륜),K 1200 R SPORT,5,2007-05-21,2007-06-25,2015-06-26,"휠플랜지에 균열이 생길 수 있으며, 균열은 주행거리가 늘어남에 따라 심해질 수 있고 최악의 경우 나사 체결부위까지 균열 발생"
비엠더블유코리아(이륜),K 1300 GT,38,2008-11-21,2010-09-10,2015-06-26,"휠플랜지에 균열이 생길 수 있으며, 균열은 주행거리가 늘어남에 따라 심해질 수 있고 최악의 경우 나사 체결부위까지 균열 발생"
비엠더블유코리아(이륜),K 1300 R,93,2008-11-05,2011-04-05,2015-06-26,"휠플랜지에 균열이 생길 수 있으며, 균열은 주행거리가 늘어남에 따라 심해질 수 있고 최악의 경우 나사 체결부위까지 균열 발생"
비엠더블유코리아(이륜),K 1300 S,74,2008-10-31,2011-02-11,2015-06-26,"휠플랜지에 균열이 생길 수 있으며, 균열은 주행거리가 늘어남에 따라 심해질 수 있고 최악의 경우 나사 체결부위까지 균열 발생"
비엠더블유코리아(이륜),R 1200 GS,273,2004-01-14,2010-03-30,2015-06-26,"휠플랜지에 균열이 생길 수 있으며, 균열은 주행거리가 늘어남에 따라 심해질 수 있고 최악의 경우 나사 체결부위까지 균열 발생"
비엠더블유코리아(이륜),R 1200 GS ADV,215,2006-02-20,2010-02-26,2015-06-26,"휠플랜지에 균열이 생길 수 있으며, 균열은 주행거리가 늘어남에 따라 심해질 수 있고 최악의 경우 나사 체결부위까지 균열 발생"
비엠더블유코리아(이륜),R 1200 GS HP,13,2005-10-17,2006-06-20,2015-06-26,"휠플랜지에 균열이 생길 수 있으며, 균열은 주행거리가 늘어남에 따라 심해질 수 있고 최악의 경우 나사 체결부위까지 균열 발생"
비엠더블유코리아(이륜),HP2 Megamoto,10,2008-02-04,2008-11-18,2015-06-26,"휠플랜지에 균열이 생길 수 있으며, 균열은 주행거리가 늘어남에 따라 심해질 수 있고 최악의 경우 나사 체결부위까지 균열 발생"
비엠더블유코리아(이륜),R 1200 R,60,2009-09-08,2010-05-18,2015-06-26,"휠플랜지에 균열이 생길 수 있으며, 균열은 주행거리가 늘어남에 따라 심해질 수 있고 최악의 경우 나사 체결부위까지 균열 발생"
비엠더블유코리아(이륜),R 1200 RT,294,2009-10-06,2010-03-26,2015-06-26,"휠플랜지에 균열이 생길 수 있으며, 균열은 주행거리가 늘어남에 따라 심해질 수 있고 최악의 경우 나사 체결부위까지 균열 발생"
비엠더블유코리아(이륜),R 1200 S,14,2006-03-20,2006-06-05,2015-06-26,"휠플랜지에 균열이 생길 수 있으며, 균열은 주행거리가 늘어남에 따라 심해질 수 있고 최악의 경우 나사 체결부위까지 균열 발생"
비엠더블유코리아(이륜),R 1200 ST,16,2005-01-03,2005-03-21,2015-06-26,"휠플랜지에 균열이 생길 수 있으며, 균열은 주행거리가 늘어남에 따라 심해질 수 있고 최악의 경우 나사 체결부위까지 균열 발생"
비엠더블유코리아(이륜),G 650 GS,9,2013-03-11,2013-08-26,2015-09-18,엔진컨트롤 장치 소프트웨어의 오류 및 흡기기관의 체결부가 느슨해셔 있어 공회전시 시동이 꺼질 수 있는 가능성
스즈키씨엠씨,GSX-R1000A,9,2015-07-21,2015-07-21,2015-12-24,앞브레이크 캘리퍼 좌우 브레이크 오일 누유로 인한 제동거리 증가
스즈키씨엠씨,GSX-S1000FA,6,2015-07-15,2015-07-15,2015-12-24,앞브레이크 캘리퍼 좌우 브레이크 오일 누유로 인한 제동거리 증가
스즈키씨엠씨,GSX-S1000A,3,2015-07-15,2015-07-15,2015-12-24,앞브레이크 캘리퍼 좌우 브레이크 오일 누유로 인한 제동거리 증가
스포츠모터사이클코리아,690 SMC R 2014,6,2013-10-14,2014-07-07,2015-04-21,스페이서 장착 오류로 인해 브레이크 디스크와 포크튜브ABS 센서에 충격을 주어 앞 브레이크 고장이 일어날 수 있음
스포츠모터사이클코리아,990 SMT 2009,43,2008-11-27,2009-06-26,2015-07-13,타이어 코드 층 분리와 손상 가능성
스포츠모터사이클코리아,990 SMT 2010,,2009-10-12,2010-04-26,2015-07-13,타이어 코드 층 분리와 손상 가능성
스포츠모터사이클코리아,990 SMT 2011,,10/12//02,2011-09-13,2015-07-13,타이어 코드 층 분리와 손상 가능성
스포츠모터사이클코리아,690 SMC R 2012,,2011-10-20,2012-07-26,2015-07-13,타이어 코드 층 분리와 손상 가능성
스포츠모터사이클코리아,690 SMC R 2013,,2012-09-20,2013-07-03,2015-07-13,타이어 코드 층 분리와 손상 가능성
스포츠모터사이클코리아,690 SMC R ABS 2013,,2013-10-14,2014-07-04,2015-07-13,타이어 코드 층 분리와 손상 가능성
스포츠모터사이클코리아,FREERIDE 250 R 2014,9,2013-10-07,2014-02-28,2015-11-13,연료탱크 브리더 밸브의 결함으로 연료가 누유되어 차체가 손상되고 화재가 발생될 위험성
스포츠모터사이클코리아,FREERIDE 250 R 2015,11,2014-05-13,2014-03-09,2015-11-13,연료탱크 브리더 밸브의 결함으로 연료가 누유되어 차체가 손상되고 화재가 발생될 위험성
스포츠모터사이클코리아,FREERIDE 350 2013,43,2012-04-20,2013-02-04,2015-11-13,연료탱크 브리더 밸브의 결함으로 연료가 누유되어 차체가 손상되고 화재가 발생될 위험성
스포츠모터사이클코리아,FREERIDE 350 2014,9,2013-05-27,2014-02-26,2015-11-13,연료탱크 브리더 밸브의 결함으로 연료가 누유되어 차체가 손상되고 화재가 발생될 위험성
스포츠모터사이클코리아,FREERIDE 350 2015,12,2015-04-03,2015-05-07,2015-11-13,연료탱크 브리더 밸브의 결함으로 연료가 누유되어 차체가 손상되고 화재가 발생될 위험성
모토로싸,MTS1200 ABS,19,2010-04-28,2014-03-15,2015-06-05,스로틀 케이블 케이스 안쪽의 케이블을 잡아주는 가이드에 의해 스로틀 케이블이 손상될 가능성
모토로싸,MTS1200S ABS,6,2010-03-02,2010-04-26,2015-06-05,스로틀 케이블 케이스 안쪽의 케이블을 잡아주는 가이드에 의해 스로틀 케이블이 손상될 가능성
모토로싸,MTS1200S GT,20,2013-02-28,2014-04-28,2015-06-05,스로틀 케이블 케이스 안쪽의 케이블을 잡아주는 가이드에 의해 스로틀 케이블이 손상될 가능성
모토로싸,MTS1200S PP,15,2011-05-18,2014-02-26,2015-06-05,스로틀 케이블 케이스 안쪽의 케이블을 잡아주는 가이드에 의해 스로틀 케이블이 손상될 가능성
모토로싸,MTS1200S SPORT,4,2011-04-22,2012-06-12,2015-06-05,스로틀 케이블 케이스 안쪽의 케이블을 잡아주는 가이드에 의해 스로틀 케이블이 손상될 가능성
모토로싸,MTS1200S TOURING,69,2010-02-12,2014-04-19,2015-06-05,스로틀 케이블 케이스 안쪽의 케이블을 잡아주는 가이드에 의해 스로틀 케이블이 손상될 가능성
모토로싸,Panigale R,1,2014-02-05,2014-02-05,2015-07-20,서스펜션 피스톤 너트가 제대로 조여지지 않은 채 조립되었을 가능성
한국모터트레이딩,MT07,90,2014-03-06,2014-09-29,2015-01-16,배터리 플러스 배선이 짧아 시트 브라켓과 시트사이에 눌리게 되어 배선 단선 및 화재 발생 위험
한국모터트레이딩,MT09A,45,2014-09-24,2014-10-30,2015-04-15,쉬프트샤프트 스토퍼 부분의 가공 불량으로 인하여 지속적인 충격이  가해질 경우 스토퍼가 파손되어 기능을 하지 못할 경우 주행중 기어 변속이 되지 않아 안전운행에 지장 줄 가능성
한국모터트레이딩,MT09TRA,32,2014-09-16,2014-10-01,2015-04-15,쉬프트샤프트 스토퍼 부분의 가공 불량으로 인하여 지속적인 충격이  가해질 경우 스토퍼가 파손되어 기능을 하지 못할 경우 주행중 기어 변속이 되지 않아 안전운행에 지장 줄 가능성
한국모터트레이딩,XT1200ZE,1,2014-11-17,2014-11-17,2015-04-15,쉬프트샤프트 스토퍼 부분의 가공 불량으로 인하여 지속적인 충격이  가해질 경우 스토퍼가 파손되어 기능을 하지 못할 경우 주행중 기어 변속이 되지 않아 안전운행에 지장 줄 가능성
한국모터트레이딩,YZF-R1,4,2014-10-20,2014-10-20,2015-04-15,쉬프트샤프트 스토퍼 부분의 가공 불량으로 인하여 지속적인 충격이  가해질 경우 스토퍼가 파손되어 기능을 하지 못할 경우 주행중 기어 변속이 되지 않아 안전운행에 지장 줄 가능성
한국모터트레이딩,YZF-R6,2,2014-11-17,2014-11-17,2015-04-15,쉬프트샤프트 스토퍼 부분의 가공 불량으로 인하여 지속적인 충격이  가해질 경우 스토퍼가 파손되어 기능을 하지 못할 경우 주행중 기어 변속이 되지 않아 안전운행에 지장 줄 가능성
혼다코리아(이륜),CBR125R,972,2013-10-01,2015-06-04,2015-09-01,스터터 마그네틱 스위치에 방수 실란트가 과도하게 주입되어 실란트가 퓨즈 결합 부위의 터미널에 흘러 나오게 되고 이로인해 접촉불량이 발생하여 엔진 시동이 꺼지거나 화재 발생 가능성
혼다코리아(이륜),CRF250L,74,2014-01-06,2015-06-03,2015-09-01,스터터 마그네틱 스위치에 방수 실란트가 과도하게 주입되어 실란트가 퓨즈 결합 부위의 터미널에 흘러 나오게 되고 이로인해 접촉불량이 발생하여 엔진 시동이 꺼지거나 화재 발생 가능성
혼다코리아(이륜),NSS300,224,2014-05-03,2015-06-03,2015-09-01,스터터 마그네틱 스위치에 방수 실란트가 과도하게 주입되어 실란트가 퓨즈 결합 부위의 터미널에 흘러 나오게 되고 이로인해 접촉불량이 발생하여 엔진 시동이 꺼지거나 화재 발생 가능성
혼다코리아(이륜),CBR300R,254,2014-06-06,2015-05-06,2015-09-01,스터터 마그네틱 스위치에 방수 실란트가 과도하게 주입되어 실란트가 퓨즈 결합 부위의 터미널에 흘러 나오게 되고 이로인해 접촉불량이 발생하여 엔진 시동이 꺼지거나 화재 발생 가능성
혼다코리아(이륜),CBR500R,102,2015-02-10,2015-06-04,2015-09-01,스터터 마그네틱 스위치에 방수 실란트가 과도하게 주입되어 실란트가 퓨즈 결합 부위의 터미널에 흘러 나오게 되고 이로인해 접촉불량이 발생하여 엔진 시동이 꺼지거나 화재 발생 가능성
혼다코리아(이륜),CB500X,26,2015-02-10,2015-06-04,2015-09-01,스터터 마그네틱 스위치에 방수 실란트가 과도하게 주입되어 실란트가 퓨즈 결합 부위의 터미널에 흘러 나오게 되고 이로인해 접촉불량이 발생하여 엔진 시동이 꺼지거나 화재 발생 가능성
혼다코리아(이륜),CBR650F,168,2014-04-03,2015-05-18,2015-09-01,스터터 마그네틱 스위치에 방수 실란트가 과도하게 주입되어 실란트가 퓨즈 결합 부위의 터미널에 흘러 나오게 되고 이로인해 접촉불량이 발생하여 엔진 시동이 꺼지거나 화재 발생 가능성
혼다코리아(이륜),CTX700A,51,2013-12-07,2015-06-05,2015-09-01,스터터 마그네틱 스위치에 방수 실란트가 과도하게 주입되어 실란트가 퓨즈 결합 부위의 터미널에 흘러 나오게 되고 이로인해 접촉불량이 발생하여 엔진 시동이 꺼지거나 화재 발생 가능성
혼다코리아(이륜),NC750D,229,2014-02-10,2015-06-01,2015-09-01,스터터 마그네틱 스위치에 방수 실란트가 과도하게 주입되어 실란트가 퓨즈 결합 부위의 터미널에 흘러 나오게 되고 이로인해 접촉불량이 발생하여 엔진 시동이 꺼지거나 화재 발생 가능성
혼다코리아(이륜),NC750XA,89,2014-02-10,2015-06-11,2015-09-01,스터터 마그네틱 스위치에 방수 실란트가 과도하게 주입되어 실란트가 퓨즈 결합 부위의 터미널에 흘러 나오게 되고 이로인해 접촉불량이 발생하여 엔진 시동이 꺼지거나 화재 발생 가능성
혼다코리아(이륜),CBR500R,253,2013-03-15,2015-04-01,2015-09-01,연료탱크 내부의 연료량 감지센서 결함으로 연료량 표시 오류 및 시동꺼짐 현상 발생 가능성
혼다코리아(이륜),GL1800(SC47),821,2001-07-24,2009-03-26,2015-12-01,브레이크 마스터실린더 제작결함으로 뒷 브레이크 작동 후 해제가 되지 않아 마찰열 증가로 인한 화재 발생 가능성
혼다코리아(이륜),GL1800(SC68),528,2011-09-21,2015-08-19,2015-12-01,브레이크 마스터실린더 제작결함으로 뒷 브레이크 작동 후 해제가 되지 않아 마찰열 증가로 인한 화재 발생 가능성
혼다코리아(이륜),GL1800B(SC68),58,2013-02-20,2015-08-06,2015-12-01,브레이크 마스터실린더 제작결함으로 뒷 브레이크 작동 후 해제가 되지 않아 마찰열 증가로 인한 화재 발생 가능성
화창상사,CHIEF CLASSIC,6,2015-01-02,2015-10-23,2015-12-23,뒤쪽 브레이크 성능감소 및 작동 불능 현상으로 제동거리가 평소보다 늘어나 안전운행에 지장
화창상사,CHIEF VINTAGE,22,2015-01-02,2015-10-23,2015-12-23,뒤쪽 브레이크 성능감소 및 작동 불능 현상으로 제동거리가 평소보다 늘어나 안전운행에 지장
화창상사,CHIEFTAIN,2,2015-01-02,2015-10-23,2015-12-23,뒤쪽 브레이크 성능감소 및 작동 불능 현상으로 제동거리가 평소보다 늘어나 안전운행에 지장
화창상사,ROADMASTER,13,2015-01-02,2015-10-23,2015-12-23,뒤쪽 브레이크 성능감소 및 작동 불능 현상으로 제동거리가 평소보다 늘어나 안전운행에 지장
화창상사,CHIEF DARK HORSE,6,2015-01-02,2015-10-23,2015-12-23,뒤쪽 브레이크 성능감소 및 작동 불능 현상으로 제동거리가 평소보다 늘어나 안전운행에 지장
