제작사,차명,생산시작,생산종료,리콜사유,대수,제조사,리콜일
비엠더블유코리아,320d xDrive GT,2014-06-25,2014-09-01,저압 연료 공급 라인의 제작공정상 결함으로 균열이 발생하여 연료가 누설될 경우 주행 중 시동 꺼짐 및 화재 발생 가능성,NA,BMW,2016-05-19
비엠더블유코리아,320d xDrive Touring,2014-06-28,2014-08-08,저압 연료 공급 라인의 제작공정상 결함으로 균열이 발생하여 연료가 누설될 경우 주행 중 시동 꺼짐 및 화재 발생 가능성,NA,BMW,2016-05-19
비엠더블유코리아,420d Coupe,2014-07-10,2014-08-08,저압 연료 공급 라인의 제작공정상 결함으로 균열이 발생하여 연료가 누설될 경우 주행 중 시동 꺼짐 및 화재 발생 가능성,NA,BMW,2016-05-19
비엠더블유코리아,420d Gran Coupe,2014-06-25,2014-09-01,저압 연료 공급 라인의 제작공정상 결함으로 균열이 발생하여 연료가 누설될 경우 주행 중 시동 꺼짐 및 화재 발생 가능성,NA,BMW,2016-05-19
비엠더블유코리아,420d xDrive Coupe,2014-08-07,2014-08-08,저압 연료 공급 라인의 제작공정상 결함으로 균열이 발생하여 연료가 누설될 경우 주행 중 시동 꺼짐 및 화재 발생 가능성,NA,BMW,2016-05-19
비엠더블유코리아,420d xDrive Gran Coupe,2014-07-08,2014-09-03,저압 연료 공급 라인의 제작공정상 결함으로 균열이 발생하여 연료가 누설될 경우 주행 중 시동 꺼짐 및 화재 발생 가능성,NA,BMW,2016-05-19
비엠더블유코리아,118d,2014-06-25,2014-08-13,저압 연료 공급 라인의 제작공정상 결함으로 균열이 발생하여 연료가 누설될 경우 주행 중 시동 꺼짐 및 화재 발생 가능성,NA,BMW,2016-05-19
비엠더블유코리아,120d,2014-07-30,2014-07-30,저압 연료 공급 라인의 제작공정상 결함으로 균열이 발생하여 연료가 누설될 경우 주행 중 시동 꺼짐 및 화재 발생 가능성,NA,BMW,2016-05-19
비엠더블유코리아,325Xi,2002-03-23,2004-02-25,운전석 에어백(다카타社) 내부 부품 불량으로 에어백이 정상적으로 작동하지 않을 가능성,NA,BMW,2016-09-30
비엠더블유코리아,316i,2003-03-20,2003-03-20,운전석 에어백(다카타社) 내부 부품 불량으로 에어백이 정상적으로 작동하지 않을 가능성,NA,BMW,2016-09-30
비엠더블유코리아,318i,2002-01-14,2004-10-26,운전석 에어백(다카타社) 내부 부품 불량으로 에어백이 정상적으로 작동하지 않을 가능성,NA,BMW,2016-09-30
비엠더블유코리아,320i,2002-01-14,2004-10-28,운전석 에어백(다카타社) 내부 부품 불량으로 에어백이 정상적으로 작동하지 않을 가능성,NA,BMW,2016-09-30
비엠더블유코리아,325i,2002-01-14,2004-11-11,운전석 에어백(다카타社) 내부 부품 불량으로 에어백이 정상적으로 작동하지 않을 가능성,NA,BMW,2016-09-30
비엠더블유코리아,325i Cabrio,2002-01-04,2006-01-31,운전석 에어백(다카타社) 내부 부품 불량으로 에어백이 정상적으로 작동하지 않을 가능성,NA,BMW,2016-09-30
비엠더블유코리아,325i Coupe,2003-01-02,2003-05-12,운전석 에어백(다카타社) 내부 부품 불량으로 에어백이 정상적으로 작동하지 않을 가능성,NA,BMW,2016-09-30
비엠더블유코리아,325i Tourer,2003-01-10,2003-01-10,운전석 에어백(다카타社) 내부 부품 불량으로 에어백이 정상적으로 작동하지 않을 가능성,NA,BMW,2016-09-30
비엠더블유코리아,330i,2002-01-10,2004-02-20,운전석 에어백(다카타社) 내부 부품 불량으로 에어백이 정상적으로 작동하지 않을 가능성,NA,BMW,2016-09-30
비엠더블유코리아,330i Cabrio,2002-06-21,2003-08-29,운전석 에어백(다카타社) 내부 부품 불량으로 에어백이 정상적으로 작동하지 않을 가능성,NA,BMW,2016-09-30
비엠더블유코리아,330i Coupe,2003-01-31,2004-01-23,운전석 에어백(다카타社) 내부 부품 불량으로 에어백이 정상적으로 작동하지 않을 가능성,NA,BMW,2016-09-30
비엠더블유코리아,330Xi,2003-04-29,2003-04-29,운전석 에어백(다카타社) 내부 부품 불량으로 에어백이 정상적으로 작동하지 않을 가능성,NA,BMW,2016-09-30
비엠더블유코리아,M3 Cabrio,2002-11-11,2002-11-11,운전석 에어백(다카타社) 내부 부품 불량으로 에어백이 정상적으로 작동하지 않을 가능성,NA,BMW,2016-09-30
비엠더블유코리아,M3 Coupe,2002-01-15,2005-07-27,운전석 에어백(다카타社) 내부 부품 불량으로 에어백이 정상적으로 작동하지 않을 가능성,NA,BMW,2016-09-30
비엠더블유코리아,530i,2002-03-22,2003-06-06,운전석 에어백(다카타社) 내부 부품 불량으로 에어백이 정상적으로 작동하지 않을 가능성,NA,BMW,2016-09-30
비엠더블유코리아,540i,2002-03-25,2003-04-29,운전석 에어백(다카타社) 내부 부품 불량으로 에어백이 정상적으로 작동하지 않을 가능성,NA,BMW,2016-09-30
비엠더블유코리아,M5,2002-03-06,2002-10-21,운전석 에어백(다카타社) 내부 부품 불량으로 에어백이 정상적으로 작동하지 않을 가능성,NA,BMW,2016-09-30
비엠더블유코리아,X5 3.0i,2003-03-24,2003-08-26,운전석 에어백(다카타社) 내부 부품 불량으로 에어백이 정상적으로 작동하지 않을 가능성,NA,BMW,2016-09-30
비엠더블유코리아,X5 4.4i,2003-03-07,2003-05-28,운전석 에어백(다카타社) 내부 부품 불량으로 에어백이 정상적으로 작동하지 않을 가능성,NA,BMW,2016-09-30
비엠더블유코리아,730d xDrive,2015-07-31,2016-01-13,에어백 컨트롤 유닛의 제작결함으로 운행시 에어백이 전개되거나 충돌시 에어백이 전개되지 않아 운전자와 승객을 보호하지 못할 가능성,NA,BMW,2016-06-13
비엠더블유코리아,750Li xDrive,2015-07-30,2016-01-08,에어백 컨트롤 유닛의 제작결함으로 운행시 에어백이 전개되거나 충돌시 에어백이 전개되지 않아 운전자와 승객을 보호하지 못할 가능성,NA,BMW,2016-06-13
비엠더블유코리아,730Ld xDrive,2015-07-29,2015-12-21,에어백 컨트롤 유닛의 제작결함으로 운행시 에어백이 전개되거나 충돌시 에어백이 전개되지 않아 운전자와 승객을 보호하지 못할 가능성,NA,BMW,2016-06-13
비엠더블유코리아,X3 xDrive20d,2010-11-19,2016-04-14,ISOFIX형 어린이보호용 좌석부착장치의 용접불량으로 부품(U자형 고리)이 차체 진동에 지속적으로 노출될 경우 용접부위가 차체와 분리되어 어린이보호용 좌석이 제대로 고정되지 않아 안전사고가 발생할 가능성,NA,BMW,2016-08-19
비엠더블유코리아,X3 xDrive20i,2013-08-05,2016-03-05,ISOFIX형 어린이보호용 좌석부착장치의 용접불량으로 부품(U자형 고리)이 차체 진동에 지속적으로 노출될 경우 용접부위가 차체와 분리되어 어린이보호용 좌석이 제대로 고정되지 않아 안전사고가 발생할 가능성,NA,BMW,2016-08-19
비엠더블유코리아,X3 xDrive28d,2014-06-11,2015-04-17,ISOFIX형 어린이보호용 좌석부착장치의 용접불량으로 부품(U자형 고리)이 차체 진동에 지속적으로 노출될 경우 용접부위가 차체와 분리되어 어린이보호용 좌석이 제대로 고정되지 않아 안전사고가 발생할 가능성,NA,BMW,2016-08-19
비엠더블유코리아,X3 xDrive28i,2011-09-29,2016-04-02,ISOFIX형 어린이보호용 좌석부착장치의 용접불량으로 부품(U자형 고리)이 차체 진동에 지속적으로 노출될 경우 용접부위가 차체와 분리되어 어린이보호용 좌석이 제대로 고정되지 않아 안전사고가 발생할 가능성,NA,BMW,2016-08-19
비엠더블유코리아,X3 xDrive30d,2011-03-31,2016-02-22,ISOFIX형 어린이보호용 좌석부착장치의 용접불량으로 부품(U자형 고리)이 차체 진동에 지속적으로 노출될 경우 용접부위가 차체와 분리되어 어린이보호용 좌석이 제대로 고정되지 않아 안전사고가 발생할 가능성,NA,BMW,2016-08-19
비엠더블유코리아,X3 xDrive35d,2012-01-18,2013-02-21,ISOFIX형 어린이보호용 좌석부착장치의 용접불량으로 부품(U자형 고리)이 차체 진동에 지속적으로 노출될 경우 용접부위가 차체와 분리되어 어린이보호용 좌석이 제대로 고정되지 않아 안전사고가 발생할 가능성,NA,BMW,2016-08-19
비엠더블유코리아,X3 xDrive35i,2011-05-04,2015-09-29,ISOFIX형 어린이보호용 좌석부착장치의 용접불량으로 부품(U자형 고리)이 차체 진동에 지속적으로 노출될 경우 용접부위가 차체와 분리되어 어린이보호용 좌석이 제대로 고정되지 않아 안전사고가 발생할 가능성,NA,BMW,2016-08-19
비엠더블유코리아,X4 M40i,2016-01-04,2016-04-15,ISOFIX형 어린이보호용 좌석부착장치의 용접불량으로 부품(U자형 고리)이 차체 진동에 지속적으로 노출될 경우 용접부위가 차체와 분리되어 어린이보호용 좌석이 제대로 고정되지 않아 안전사고가 발생할 가능성,NA,BMW,2016-08-19
비엠더블유코리아,X4 xDrive20d,2014-05-21,2016-04-15,ISOFIX형 어린이보호용 좌석부착장치의 용접불량으로 부품(U자형 고리)이 차체 진동에 지속적으로 노출될 경우 용접부위가 차체와 분리되어 어린이보호용 좌석이 제대로 고정되지 않아 안전사고가 발생할 가능성,NA,BMW,2016-08-19
비엠더블유코리아,X4 xDrive28i,2014-10-11,2015-07-30,ISOFIX형 어린이보호용 좌석부착장치의 용접불량으로 부품(U자형 고리)이 차체 진동에 지속적으로 노출될 경우 용접부위가 차체와 분리되어 어린이보호용 좌석이 제대로 고정되지 않아 안전사고가 발생할 가능성,NA,BMW,2016-08-19
비엠더블유코리아,X4 xDrive30d,2014-03-03,2016-01-28,ISOFIX형 어린이보호용 좌석부착장치의 용접불량으로 부품(U자형 고리)이 차체 진동에 지속적으로 노출될 경우 용접부위가 차체와 분리되어 어린이보호용 좌석이 제대로 고정되지 않아 안전사고가 발생할 가능성,NA,BMW,2016-08-19
비엠더블유코리아,M3,2015-02-26,2015-02-26,오류가 있는 정비 지침서에 따라 뒷차축 지지대의 고정볼트를 푼 후 이를 재사용하였을 경우 주행 중 고정볼트가 풀려 안전 운행에 지장을 줄 가능성,NA,BMW,2016-10-28
비엠더블유코리아,M4,2014-03-12,2016-06-27,오류가 있는 정비 지침서에 따라 뒷차축 지지대의 고정볼트를 푼 후 이를 재사용하였을 경우 주행 중 고정볼트가 풀려 안전 운행에 지장을 줄 가능성,NA,BMW,2016-10-28
비엠더블유코리아,M5,2014-09-05,2014-12-04,프로펠러 샤프트의 용접 불량으로 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성,NA,BMW,2016-10-28
비엠더블유코리아,M6 Gran Coupe,2014-09-20,2014-12-05,프로펠러 샤프트의 용접 불량으로 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성,NA,BMW,2016-10-28
비엠더블유코리아,X3 xDrive20d,2014-05-17,2014-06-16,운전석 에어백 인플레이터의 용접불량으로 에어백 전개시 인플레이터가 파손되어 운전자에게 부상을 입힐 가능성,NA,BMW,2016-10-28
비엠더블유코리아,X3 xDrive28d,2014-06-11,2014-06-11,운전석 에어백 인플레이터의 용접불량으로 에어백 전개시 인플레이터가 파손되어 운전자에게 부상을 입힐 가능성,NA,BMW,2016-10-28
비엠더블유코리아,X3 xDrive30d,2014-05-13,2014-05-27,운전석 에어백 인플레이터의 용접불량으로 에어백 전개시 인플레이터가 파손되어 운전자에게 부상을 입힐 가능성,NA,BMW,2016-10-28
비엠더블유코리아,X4 xDrive20d,2014-05-21,2014-06-19,운전석 에어백 인플레이터의 용접불량으로 에어백 전개시 인플레이터가 파손되어 운전자에게 부상을 입힐 가능성,NA,BMW,2016-10-28
비엠더블유코리아,X4 xDrive30d,2014-06-10,2014-06-19,운전석 에어백 인플레이터의 용접불량으로 에어백 전개시 인플레이터가 파손되어 운전자에게 부상을 입힐 가능성,NA,BMW,2016-10-28
비엠더블유코리아,520d,2010-05-17,2011-06-30,연료펌프 커넥터의 제작결함으로 커넥터 핀과 배선간의 접촉 불량이 발생하여 주행 중 시동이 꺼지고 화재가 발생할 가능성,NA,BMW,2016-10-28
비엠더블유코리아,523i,2009-12-15,2011-04-15,연료펌프 커넥터의 제작결함으로 커넥터 핀과 배선간의 접촉 불량이 발생하여 주행 중 시동이 꺼지고 화재가 발생할 가능성,NA,BMW,2016-10-28
비엠더블유코리아,528i,2010-02-18,2011-06-10,연료펌프 커넥터의 제작결함으로 커넥터 핀과 배선간의 접촉 불량이 발생하여 주행 중 시동이 꺼지고 화재가 발생할 가능성,NA,BMW,2016-10-28
비엠더블유코리아,535d,2010-09-10,2011-05-23,연료펌프 커넥터의 제작결함으로 커넥터 핀과 배선간의 접촉 불량이 발생하여 주행 중 시동이 꺼지고 화재가 발생할 가능성,NA,BMW,2016-10-28
비엠더블유코리아,550i xDrive,2010-09-29,2011-05-23,연료펌프 커넥터의 제작결함으로 커넥터 핀과 배선간의 접촉 불량이 발생하여 주행 중 시동이 꺼지고 화재가 발생할 가능성,NA,BMW,2016-10-28
비엠더블유코리아,650i Convertible,2011-02-09,2011-05-20,연료펌프 커넥터의 제작결함으로 커넥터 핀과 배선간의 접촉 불량이 발생하여 주행 중 시동이 꺼지고 화재가 발생할 가능성,NA,BMW,2016-10-28
비엠더블유코리아,Gran Turismo 30d,2010-09-15,2011-06-29,연료펌프 커넥터의 제작결함으로 커넥터 핀과 배선간의 접촉 불량이 발생하여 주행 중 시동이 꺼지고 화재가 발생할 가능성,NA,BMW,2016-10-28
비엠더블유코리아,X5 M,2009-07-09,2010-02-16,연료펌프 커넥터의 제작결함으로 커넥터 핀과 배선간의 접촉 불량이 발생하여 주행 중 시동이 꺼지고 화재가 발생할 가능성,NA,BMW,2016-10-28
비엠더블유코리아,X5 xDrive30d,2006-12-11,2010-08-10,연료펌프 커넥터의 제작결함으로 커넥터 핀과 배선간의 접촉 불량이 발생하여 주행 중 시동이 꺼지고 화재가 발생할 가능성,NA,BMW,2016-10-28
비엠더블유코리아,X5 xDrive30di,2007-03-23,2010-02-23,연료펌프 커넥터의 제작결함으로 커넥터 핀과 배선간의 접촉 불량이 발생하여 주행 중 시동이 꺼지고 화재가 발생할 가능성,NA,BMW,2016-10-28
비엠더블유코리아,X5 xDrive35i,2010-04-07,2010-06-30,연료펌프 커넥터의 제작결함으로 커넥터 핀과 배선간의 접촉 불량이 발생하여 주행 중 시동이 꺼지고 화재가 발생할 가능성,NA,BMW,2016-10-28
비엠더블유코리아,X5 xDrive48i,2007-03-20,2009-05-19,연료펌프 커넥터의 제작결함으로 커넥터 핀과 배선간의 접촉 불량이 발생하여 주행 중 시동이 꺼지고 화재가 발생할 가능성,NA,BMW,2016-10-28
비엠더블유코리아,X5 xDrive50i,2010-03-22,2010-04-14,연료펌프 커넥터의 제작결함으로 커넥터 핀과 배선간의 접촉 불량이 발생하여 주행 중 시동이 꺼지고 화재가 발생할 가능성,NA,BMW,2016-10-28
비엠더블유코리아,X6 ActiveHybrid,2009-12-14,2010-06-23,연료펌프 커넥터의 제작결함으로 커넥터 핀과 배선간의 접촉 불량이 발생하여 주행 중 시동이 꺼지고 화재가 발생할 가능성,NA,BMW,2016-10-28
비엠더블유코리아,X6 M,2009-08-04,2010-06-24,연료펌프 커넥터의 제작결함으로 커넥터 핀과 배선간의 접촉 불량이 발생하여 주행 중 시동이 꺼지고 화재가 발생할 가능성,NA,BMW,2016-10-28
비엠더블유코리아,X6 xDrive30d,2008-04-03,2010-08-10,연료펌프 커넥터의 제작결함으로 커넥터 핀과 배선간의 접촉 불량이 발생하여 주행 중 시동이 꺼지고 화재가 발생할 가능성,NA,BMW,2016-10-28
비엠더블유코리아,X6 xDrive50i,2008-05-07,2010-06-17,연료펌프 커넥터의 제작결함으로 커넥터 핀과 배선간의 접촉 불량이 발생하여 주행 중 시동이 꺼지고 화재가 발생할 가능성,NA,BMW,2016-10-28
비엠더블유코리아,118d,2014-04-14,2014-08-19,"저압 연료 공급 라인의 제작공정상 결함으로 균열이 생겨 연료가 누설될 경우, 주행 중 시동이 꺼지고 화재가 발생할 가능성",NA,BMW,2016-11-25
비엠더블유코리아,120d,2014-04-25,2014-11-24,"저압 연료 공급 라인의 제작공정상 결함으로 균열이 생겨 연료가 누설될 경우, 주행 중 시동이 꺼지고 화재가 발생할 가능성",NA,BMW,2016-11-25
비엠더블유코리아,220d Coupe,2014-04-14,2014-05-23,"저압 연료 공급 라인의 제작공정상 결함으로 균열이 생겨 연료가 누설될 경우, 주행 중 시동이 꺼지고 화재가 발생할 가능성",NA,BMW,2016-11-25
비엠더블유코리아,320d,2014-04-14,2015-02-19,"저압 연료 공급 라인의 제작공정상 결함으로 균열이 생겨 연료가 누설될 경우, 주행 중 시동이 꺼지고 화재가 발생할 가능성",NA,BMW,2016-11-25
비엠더블유코리아,320d ED,2014-04-11,2015-02-23,"저압 연료 공급 라인의 제작공정상 결함으로 균열이 생겨 연료가 누설될 경우, 주행 중 시동이 꺼지고 화재가 발생할 가능성",NA,BMW,2016-11-25
비엠더블유코리아,320d Gran Turismo,2014-04-14,2015-02-17,"저압 연료 공급 라인의 제작공정상 결함으로 균열이 생겨 연료가 누설될 경우, 주행 중 시동이 꺼지고 화재가 발생할 가능성",NA,BMW,2016-11-25
비엠더블유코리아,320d Touring,2014-04-23,2015-02-03,"저압 연료 공급 라인의 제작공정상 결함으로 균열이 생겨 연료가 누설될 경우, 주행 중 시동이 꺼지고 화재가 발생할 가능성",NA,BMW,2016-11-25
비엠더블유코리아,320d xDrive,2014-04-26,2015-02-23,"저압 연료 공급 라인의 제작공정상 결함으로 균열이 생겨 연료가 누설될 경우, 주행 중 시동이 꺼지고 화재가 발생할 가능성",NA,BMW,2016-11-25
비엠더블유코리아,320d xDrive Gran Turismo,2014-04-14,2015-02-17,"저압 연료 공급 라인의 제작공정상 결함으로 균열이 생겨 연료가 누설될 경우, 주행 중 시동이 꺼지고 화재가 발생할 가능성",NA,BMW,2016-11-25
비엠더블유코리아,320d xDrive Touring,2014-04-26,2014-06-24,"저압 연료 공급 라인의 제작공정상 결함으로 균열이 생겨 연료가 누설될 경우, 주행 중 시동이 꺼지고 화재가 발생할 가능성",NA,BMW,2016-11-25
비엠더블유코리아,420d Coupe,2014-04-11,2015-01-28,"저압 연료 공급 라인의 제작공정상 결함으로 균열이 생겨 연료가 누설될 경우, 주행 중 시동이 꺼지고 화재가 발생할 가능성",NA,BMW,2016-11-25
비엠더블유코리아,420d Gran Coupe,2014-04-28,2015-02-19,"저압 연료 공급 라인의 제작공정상 결함으로 균열이 생겨 연료가 누설될 경우, 주행 중 시동이 꺼지고 화재가 발생할 가능성",NA,BMW,2016-11-25
비엠더블유코리아,420d xDrive Coupe,2014-04-15,2015-01-28,"저압 연료 공급 라인의 제작공정상 결함으로 균열이 생겨 연료가 누설될 경우, 주행 중 시동이 꺼지고 화재가 발생할 가능성",NA,BMW,2016-11-25
비엠더블유코리아,420d xDrive Gran Coupe,2014-04-15,2015-02-17,"저압 연료 공급 라인의 제작공정상 결함으로 균열이 생겨 연료가 누설될 경우, 주행 중 시동이 꺼지고 화재가 발생할 가능성",NA,BMW,2016-11-25
비엠더블유코리아,530d xDrive,2013-04-05,2013-09-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,NA,BMW,2016-12-09
비엠더블유코리아,535d,2010-09-10,2013-09-05,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,NA,BMW,2016-12-09
비엠더블유코리아,M550d xDrive,2013-06-13,2013-09-30,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,NA,BMW,2016-12-09
비엠더블유코리아,Gran Turismo 30d,2010-09-15,2013-09-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,NA,BMW,2016-12-09
비엠더블유코리아,Gran Turismo 30d xDrive,2012-03-22,2013-09-06,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,NA,BMW,2016-12-09
비엠더블유코리아,640d xDrive Gran Coupe,2012-11-14,2013-09-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,NA,BMW,2016-12-09
비엠더블유코리아,730d,2010-09-03,2013-03-26,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,NA,BMW,2016-12-09
비엠더블유코리아,730d xDrive,2012-11-14,2013-09-06,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,NA,BMW,2016-12-09
비엠더블유코리아,730Ld,2010-05-18,2013-09-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,NA,BMW,2016-12-09
비엠더블유코리아,740d,2012-11-19,2013-03-18,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,NA,BMW,2016-12-09
비엠더블유코리아,740d xDrive,2012-03-21,2013-09-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,NA,BMW,2016-12-09
비엠더블유코리아,X3 xDrive30d,2011-03-31,2013-10-19,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,NA,BMW,2016-12-09
비엠더블유코리아,X3 xDrive35d,2012-01-18,2013-02-21,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,NA,BMW,2016-12-09
비엠더블유코리아,X5 xDrive30d,2010-03-22,2013-10-15,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,NA,BMW,2016-12-09
비엠더블유코리아,X5 xDrive40d,2011-03-31,2013-04-25,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,NA,BMW,2016-12-09
비엠더블유코리아,X5 M50d,2013-07-18,2013-10-15,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,NA,BMW,2016-12-09
비엠더블유코리아,X6 xDrive30d,2010-04-19,2013-12-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,NA,BMW,2016-12-09
비엠더블유코리아,X6 xDrive40d,2011-04-02,2013-11-20,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,NA,BMW,2016-12-09
비엠더블유코리아,X6 M50d,2012-06-11,2013-12-11,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,NA,BMW,2016-12-09
비엠더블유코리아,Gran Turismo 30d,2011-12-13,2012-06-28,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,NA,BMW,2016-12-09
비엠더블유코리아,Gran Turismo 35i,2012-02-29,2012-05-25,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,NA,BMW,2016-12-09
비엠더블유코리아,Gran Turismo 35i xDrive,2011-12-13,2012-06-29,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,NA,BMW,2016-12-09
비엠더블유코리아,Gran Turismo 50i xDrive,2012-01-12,2012-06-26,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,NA,BMW,2016-12-09
비엠더블유코리아,730d,2011-12-14,2012-05-18,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,NA,BMW,2016-12-09
비엠더블유코리아,730Ld,2012-01-13,2012-05-11,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,NA,BMW,2016-12-09
비엠더블유코리아,740i,2012-02-15,2012-03-30,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,NA,BMW,2016-12-09
비엠더블유코리아,740Li,2012-01-12,2012-05-24,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,NA,BMW,2016-12-09
비엠더블유코리아,750Li,2012-01-23,2012-04-30,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,NA,BMW,2016-12-09
비엠더블유코리아,750Li xDrive,2012-01-10,2012-06-15,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,NA,BMW,2016-12-09
비엠더블유코리아,760Li,2012-01-31,2012-05-16,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,NA,BMW,2016-12-09
비엠더블유코리아,Rolls-Royce Ghost,2012-02-14,2012-06-11,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,NA,BMW,2016-12-09
비엠더블유코리아,Rolls-Royce Ghost EWB,2012-02-02,2012-05-04,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,NA,BMW,2016-12-09
비엠더블유코리아,(부품판매)520d,2010-07-27,2011-08-08,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,NA,BMW,2016-12-09
비엠더블유코리아,(부품판매)528i,2010-11-11,2010-11-15,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,NA,BMW,2016-12-09
비엠더블유코리아,(부품판매)740Li,2008-12-18,2010-03-04,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,NA,BMW,2016-12-09
비엠더블유코리아,(부품판매)750Li,2009-09-24,2009-09-24,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,NA,BMW,2016-12-09
